frame_id,img_name,natural_language_description
851,2022-12-20--14-57-51--47_0514,The traffic light is red. The road is clear.
852,2022-12-20--14-57-51--47_0515,The traffic light is red. The road is clear.
853,2022-12-20--14-57-51--47_0516,The traffic light is red. The road is clear.
854,2022-12-20--14-57-51--47_0517,The traffic light is red. The road is clear.
855,2022-12-20--14-57-51--47_0518,The traffic light is red. The road is clear.
856,2022-12-20--14-57-51--47_0519,The traffic light is red. The road is clear.
857,2022-12-20--14-57-51--47_0520,The traffic light is red. The road is clear.
858,2022-12-20--14-57-51--47_0521,The traffic light is red. The road is clear.
859,2022-12-20--14-57-51--47_0522,The traffic light is red. The road is clear.
860,2022-12-20--14-57-51--47_0523,The traffic light is red. The road is clear.
861,2022-12-20--14-57-51--47_0524,The traffic light is red. The road is clear.
862,2022-12-20--14-57-51--47_0525,The traffic light is red. The road is clear.
863,2022-12-20--14-57-51--47_0526,The traffic light is red. The road is clear.
864,2022-12-20--14-57-51--47_0527,The traffic light is red. The road is clear.
865,2022-12-20--14-57-51--47_0528,The traffic light is red. The road is clear.
866,2022-12-20--14-57-51--47_0529,The traffic light is red. The road is clear.
867,2022-12-20--14-57-51--47_0530,The traffic light is red. The road is clear.
868,2022-12-20--14-57-51--47_0531,The traffic light is red. The road is clear.
869,2022-12-20--14-57-51--47_0532,The traffic light is red. The road is clear.
870,2022-12-20--14-57-51--47_0533,The traffic light is red. The road is clear.
871,2022-12-20--14-57-51--47_0534,The traffic light is red. The road is clear.
872,2022-12-20--14-57-51--47_0535,The traffic light is red. The road is clear.
873,2022-12-20--14-57-51--47_0536,The traffic light is red. The road is clear.
874,2022-12-20--14-57-51--47_0537,The traffic light is red. The road is clear.
875,2022-12-20--14-57-51--47_0538,The traffic light is red. The road is clear.
876,2022-12-20--14-57-51--47_0539,The traffic light is red. The road is clear.
877,2022-12-20--14-57-51--47_0540,The traffic light is red. The road is clear.
878,2022-12-20--14-57-51--47_0541,The traffic light is red. The road is clear.
879,2022-12-20--14-57-51--47_0542,The traffic light is red. The road is clear.
880,2022-12-20--14-57-51--47_0543,The traffic light is red. The road is clear.
881,2022-12-20--14-57-51--47_0544,The traffic light is red. The road is clear.
882,2022-12-20--14-57-51--47_0545,The traffic light is red. The road is clear.
883,2022-12-20--14-57-51--47_0546,The traffic light is red. The road is clear.
884,2022-12-20--14-57-51--47_0547,The traffic light is red. The road is clear.
885,2022-12-20--14-57-51--47_0548,The traffic light is red. The road is clear.
886,2022-12-20--14-57-51--47_0549,The traffic light is red. The road is clear.
887,2022-12-20--14-57-51--47_0550,The traffic light is red. The road is clear.
888,2022-12-20--14-57-51--47_0551,The traffic light is red. The road is clear.
889,2022-12-20--14-57-51--47_0552,The traffic light is red. The road is clear.
890,2022-12-20--14-57-51--47_0553,The traffic light is red. The road is clear.
891,2022-12-20--14-57-51--47_0554,The traffic light is red. The road is clear.
892,2022-12-20--14-57-51--47_0555,The traffic light is red. The road is clear.
893,2022-12-20--14-57-51--47_0556,The traffic light is red. The road is clear.
894,2022-12-20--14-57-51--47_0557,The traffic light is red. The road is clear.
895,2022-12-20--14-57-51--47_0558,The traffic light is red. The road is clear.
896,2022-12-20--14-57-51--47_0559,The traffic light is red. The road is clear.
897,2022-12-20--14-57-51--47_0560,The traffic light is red. The road is clear.
898,2022-12-20--14-57-51--47_0561,The traffic light is red. The road is clear.
899,2022-12-20--14-57-51--47_0562,The traffic light is red. The road is clear.
900,2022-12-20--14-57-51--47_0563,The traffic light is red. The road is clear.
901,2022-12-20--14-57-51--47_0564,The traffic light is red. The road is clear.
902,2022-12-20--14-57-51--47_0565,The traffic light is red. The road is clear.
903,2022-12-20--14-57-51--47_0566,The traffic light is red. The road is clear.
904,2022-12-20--14-57-51--47_0567,The traffic light is red. The road is clear.
905,2022-12-20--14-57-51--47_0568,The traffic light is red. The road is clear.
906,2022-12-20--14-57-51--47_0569,The traffic light is red. The road is clear.
907,2022-12-20--14-57-51--47_0570,The traffic light is red. The road is clear.
908,2022-12-20--14-57-51--47_0571,The traffic light is red. The road is clear.
909,2022-12-20--14-57-51--47_0572,The traffic light is red. The road is clear.
910,2022-12-20--14-57-51--47_0573,The traffic light is red. The road is clear.
911,2022-12-20--14-57-51--47_0574,The traffic light is red. The road is clear.
912,2022-12-20--14-57-51--47_0575,The traffic light is red. The road is clear.
913,2022-12-20--14-57-51--47_0576,The traffic light is red. The road is clear.
914,2022-12-20--14-57-51--47_0577,The traffic light is red. The road is clear.
915,2022-12-20--14-57-51--47_0578,The traffic light is red. The road is clear.
916,2022-12-20--14-57-51--47_0579,The traffic light is red. The road is clear.
917,2022-12-20--14-57-51--47_0580,The traffic light is red. The road is clear.
918,2022-12-20--14-57-51--47_0581,The traffic light is red. The road is clear.
919,2022-12-20--14-57-51--47_0582,The traffic light is red. The road is clear.
920,2022-12-20--14-57-51--47_0583,The traffic light is red. The road is clear.
921,2022-12-20--14-57-51--47_0584,The traffic light is red. The road is clear.
922,2022-12-20--14-57-51--47_0585,The traffic light is red. The road is clear.
923,2022-12-20--14-57-51--47_0586,The traffic light is red. The road is clear.
924,2022-12-20--14-57-51--47_0587,The traffic light is red. The road is clear.
925,2022-12-20--14-57-51--47_0588,The traffic light is red. The road is clear.
926,2022-12-20--14-57-51--47_0589,The traffic light is red. The road is clear.
927,2022-12-20--14-57-51--47_0590,The traffic light is red. The road is clear.
928,2022-12-20--14-57-51--47_0591,The traffic light is red. The road is clear.
929,2022-12-20--14-57-51--47_0592,The traffic light is red. The road is clear.
930,2022-12-20--14-57-51--47_0593,The traffic light is red. The road is clear.
931,2022-12-20--14-57-51--47_0594,The traffic light is red. The road is clear.
932,2022-12-20--14-57-51--47_0595,The traffic light is red. The road is clear.
933,2022-12-20--14-57-51--47_0596,The traffic light is red. The road is clear.
934,2022-12-20--14-57-51--47_0597,The traffic light is red. The road is clear.
935,2022-12-20--14-57-51--47_0598,The traffic light is red. The road is clear.
936,2022-12-20--14-57-51--47_0599,The traffic light is red. The road is clear.
937,2022-12-23--13-57-07--129_0075,There is no traffic light.Vehicle merging into lane.
938,2022-12-23--13-57-07--129_0076,There is no traffic light.Vehicle merging into lane.
939,2022-12-23--13-57-07--129_0077,There is no traffic light.Vehicle merging into lane.
940,2022-12-23--13-57-07--129_0078,There is no traffic light.Vehicle merging into lane.
941,2022-12-23--13-57-07--129_0079,There is no traffic light.Vehicle merging into lane.
942,2022-12-23--13-57-07--129_0080,There is no traffic light.Vehicle merging into lane.
943,2022-12-23--13-57-07--129_0081,There is no traffic light.Vehicle merging into lane.
944,2022-12-23--13-57-07--129_0082,There is no traffic light.Vehicle merging into lane.
945,2022-12-23--13-57-07--129_0083,There is no traffic light.Vehicle merging into lane.
946,2022-12-23--13-57-07--129_0084,There is no traffic light.Vehicle merging into lane.
947,2022-12-23--13-57-07--129_0085,There is no traffic light.Vehicle merging into lane.
948,2022-12-23--13-57-07--129_0086,There is no traffic light.Vehicle merging into lane.
949,2022-12-23--13-57-07--129_0087,There is no traffic light.Vehicle merging into lane.
950,2022-12-23--13-57-07--129_0088,There is no traffic light.Vehicle merging into lane.
951,2022-12-23--13-57-07--129_0089,There is no traffic light.Vehicle merging into lane.
952,2022-12-23--13-57-07--129_0090,There is no traffic light.Vehicle merging into lane.
953,2022-12-23--13-57-07--129_0091,There is no traffic light.Vehicle merging into lane.
954,2022-12-23--13-57-07--129_0092,There is no traffic light.Vehicle merging into lane.
955,2022-12-23--13-57-07--129_0093,There is no traffic light.Vehicle merging into lane.
956,2022-12-23--13-57-07--129_0094,There is no traffic light.Vehicle merging into lane.
957,2022-12-23--13-57-07--129_0095,There is no traffic light.Vehicle merging into lane.
958,2022-12-23--13-57-07--129_0096,There is no traffic light.Vehicle merging into lane.
959,2022-12-23--13-57-07--129_0097,There is no traffic light.Vehicle merging into lane.
960,2022-12-23--13-57-07--129_0098,There is no traffic light.Vehicle merging into lane.
961,2022-12-23--13-57-07--129_0099,There is no traffic light.Vehicle merging into lane.
962,2022-12-23--13-57-07--129_0100,There is no traffic light.Vehicle merging into lane.
963,2022-12-23--13-57-07--129_0101,There is no traffic light.Vehicle merging into lane.
964,2022-12-23--13-57-07--129_0102,There is no traffic light.Vehicle merging into lane.
965,2022-12-23--13-57-07--129_0103,There is no traffic light.Vehicle merging into lane.
966,2022-12-23--13-57-07--129_0104,There is no traffic light.Vehicle merging into lane.
967,2022-12-23--13-57-07--129_0105,There is no traffic light.Vehicle merging into lane.
968,2022-12-23--13-57-07--129_0106,There is no traffic light.Vehicle merging into lane.
969,2022-12-23--13-57-07--129_0107,There is no traffic light.Vehicle merging into lane.
970,2022-12-23--13-57-07--129_0108,There is no traffic light.Vehicle merging into lane.
971,2022-12-23--13-57-07--129_0109,There is no traffic light.Vehicle merging into lane.
972,2022-12-23--13-57-07--129_0110,There is no traffic light.Vehicle merging into lane.
973,2022-12-23--13-57-07--129_0111,There is no traffic light.Vehicle merging into lane.
974,2022-12-23--13-57-07--129_0112,There is no traffic light.Vehicle merging into lane.
975,2022-12-23--13-57-07--129_0113,There is no traffic light.Vehicle merging into lane.
976,2022-12-23--13-57-07--129_0114,There is no traffic light.Vehicle merging into lane.
977,2022-12-23--13-57-07--129_0115,There is no traffic light.Vehicle merging into lane.
978,2022-12-23--13-57-07--129_0116,There is no traffic light.Vehicle merging into lane.
979,2022-12-23--13-57-07--129_0117,There is no traffic light.Vehicle merging into lane.
980,2022-12-23--13-57-07--129_0118,There is no traffic light.Vehicle merging into lane.
981,2022-12-23--13-57-07--129_0119,There is no traffic light.Vehicle merging into lane.
982,2022-12-23--13-57-07--129_0120,There is no traffic light.Vehicle merging into lane.
983,2022-12-23--13-57-07--129_0121,There is no traffic light.Vehicle merging into lane.
984,2022-12-23--13-57-07--129_0122,There is no traffic light.Vehicle merging into lane.
985,2022-12-23--13-57-07--129_0123,There is no traffic light.Vehicle merging into lane.
986,2022-12-23--13-57-07--129_0124,There is no traffic light.Vehicle merging into lane.
987,2022-12-23--13-57-07--129_0125,There is no traffic light.Vehicle merging into lane.
988,2022-12-23--13-57-07--129_0126,There is no traffic light.Vehicle merging into lane.
989,2022-12-23--13-57-07--129_0127,There is no traffic light.Vehicle merging into lane.
990,2022-12-23--13-57-07--129_0128,There is no traffic light.Vehicle merging into lane.
991,2022-12-23--13-57-07--129_0129,There is no traffic light.Vehicle merging into lane.
992,2022-12-23--13-57-07--129_0130,There is no traffic light.Vehicle merging into lane.
993,2022-12-23--13-57-07--129_0131,There is no traffic light.Vehicle merging into lane.
994,2022-12-23--13-57-07--129_0132,There is no traffic light.Vehicle merging into lane.
995,2022-12-23--13-57-07--129_0133,There is no traffic light.Vehicle merging into lane.
996,2022-12-23--13-57-07--129_0134,There is no traffic light.Vehicle merging into lane.
997,2022-12-23--13-57-07--129_0135,There is no traffic light.Vehicle merging into lane.
